Type, GameLimit, MoveLimit, C, Win, MedalLeft, MovesMade, Score, Duration
Crude, 100, 5, 1.4, 1, 0, 12, 107333, 14.432
Crude, 100, 5, 1.4, 1, 0, 10, 210600, 11.367
Crude, 100, 5, 1.4, 1, 0, 14, 126000, 16.757
Crude, 100, 5, 1.4, 0, 1, 20, 74600, 21.519
Crude, 100, 5, 1.4, 1, 0, 18, 83444, 20.784
Crude, 100, 5, 1.4, 0, 1, 20, 89600, 21.839
Crude, 100, 5, 1.4, 1, 0, 11, 129818, 12.950
Crude, 100, 5, 1.4, 1, 0, 10, 120800, 12.139
Crude, 100, 5, 1.4, 1, 0, 17, 76824, 19.617
Crude, 100, 5, 1.4, 0, 1, 20, 77800, 22.006
Crude, 100, 5, 1.4, 1, 0, 10, 172000, 12.024
Crude, 100, 5, 1.4, 1, 0, 9, 157333, 10.477
Crude, 100, 5, 1.4, 1, 0, 8, 200000, 9.615
Crude, 100, 5, 1.4, 1, 0, 7, 360571, 8.431
Crude, 100, 5, 1.4, 1, 0, 9, 210222, 10.556
Crude, 100, 5, 1.4, 1, 0, 16, 104000, 18.853
Crude, 100, 5, 1.4, 1, 0, 7, 145429, 8.187
Crude, 100, 5, 1.4, 1, 0, 14, 116000, 16.871
Crude, 100, 5, 1.4, 1, 0, 11, 116727, 12.943
Crude, 100, 5, 1.4, 1, 0, 9, 189778, 10.619
Crude, 100, 5, 1.4, 1, 0, 10, 163800, 11.885
Crude, 100, 5, 1.4, 1, 0, 6, 357000, 7.093
Crude, 100, 5, 1.4, 1, 0, 18, 117222, 20.940
Crude, 100, 5, 1.4, 1, 0, 18, 91556, 20.949
Crude, 100, 5, 1.4, 1, 0, 10, 232000, 12.172
Crude, 100, 5, 1.4, 1, 0, 13, 129846, 15.662
Crude, 100, 5, 1.4, 1, 0, 7, 145143, 9.513
Crude, 100, 5, 1.4, 1, 0, 15, 130667, 17.986
Crude, 100, 5, 1.4, 1, 0, 15, 78400, 17.391
Crude, 100, 5, 1.4, 1, 0, 10, 176200, 11.895
Crude, 100, 5, 1.4, 1, 0, 10, 149600, 12.070
Crude, 100, 5, 1.4, 1, 0, 14, 93571, 17.174
Crude, 100, 5, 1.4, 1, 0, 7, 175143, 8.656
Crude, 100, 5, 1.4, 1, 0, 10, 154400, 11.928
Crude, 100, 5, 1.4, 1, 0, 18, 81222, 20.918
Crude, 100, 5, 1.4, 1, 0, 4, 528500, 4.985
Crude, 100, 5, 1.4, 1, 0, 17, 88118, 19.970
Crude, 100, 5, 1.4, 1, 0, 8, 144000, 9.640
Crude, 100, 5, 1.4, 1, 0, 11, 106909, 13.437
Crude, 100, 5, 1.4, 1, 0, 16, 130250, 19.165
Crude, 100, 5, 1.4, 1, 0, 15, 94933, 18.138
Crude, 100, 5, 1.4, 1, 0, 10, 178400, 12.289
Crude, 100, 5, 1.4, 1, 0, 13, 147692, 15.195
Crude, 100, 5, 1.4, 1, 0, 13, 113077, 15.298
Crude, 100, 5, 1.4, 1, 0, 13, 110308, 15.401
Crude, 100, 5, 1.4, 1, 0, 9, 237111, 10.970
Crude, 100, 5, 1.4, 1, 0, 7, 278571, 8.412
Crude, 100, 5, 1.4, 0, 1, 20, 44300, 22.677
Crude, 100, 5, 1.4, 1, 0, 7, 295714, 8.160
Crude, 100, 5, 1.4, 1, 0, 11, 132182, 13.101
Crude, 100, 5, 1.4, 1, 0, 9, 195111, 10.762
Crude, 100, 5, 1.4, 1, 0, 9, 121778, 10.583
Crude, 100, 5, 1.4, 1, 0, 10, 125200, 12.035
Crude, 100, 5, 1.4, 1, 0, 14, 89286, 16.732
Crude, 100, 5, 1.4, 1, 0, 7, 277143, 8.379
Crude, 100, 5, 1.4, 0, 1, 20, 46300, 21.410
Crude, 100, 5, 1.4, 0, 1, 20, 68200, 21.931
Crude, 100, 5, 1.4, 1, 0, 10, 168800, 12.027
Crude, 100, 5, 1.4, 0, 1, 20, 52000, 23.521
Crude, 100, 5, 1.4, 1, 0, 7, 233714, 8.061
Crude, 100, 5, 1.4, 1, 0, 9, 126889, 10.719
Crude, 100, 5, 1.4, 1, 0, 9, 160889, 10.758
Crude, 100, 5, 1.4, 1, 0, 19, 66947, 21.435
Crude, 100, 5, 1.4, 1, 0, 16, 74000, 18.828
Crude, 100, 5, 1.4, 1, 0, 12, 114000, 14.007
Crude, 100, 5, 1.4, 1, 0, 11, 169818, 13.089
Crude, 100, 5, 1.4, 0, 1, 20, 57900, 21.653
Crude, 100, 5, 1.4, 1, 0, 5, 304000, 5.960
Crude, 100, 5, 1.4, 1, 0, 9, 217778, 10.609
Crude, 100, 5, 1.4, 1, 0, 11, 134364, 13.122
Crude, 100, 5, 1.4, 0, 1, 20, 48300, 21.412
Crude, 100, 5, 1.4, 1, 0, 7, 241429, 8.340
Crude, 100, 5, 1.4, 1, 0, 12, 129333, 14.303
Crude, 100, 5, 1.4, 1, 0, 13, 122000, 15.330
Crude, 100, 5, 1.4, 1, 0, 12, 98000, 14.973
Crude, 100, 5, 1.4, 0, 1, 20, 55000, 22.064
Heuristic Based, 100, 5, 1.4, 1, 0, 14, 147714, 16.273
Heuristic Based, 100, 5, 1.4, 1, 0, 3, 1286667, 3.678
Heuristic Based, 100, 5, 1.4, 1, 0, 16, 137500, 19.063
Heuristic Based, 100, 5, 1.4, 1, 0, 16, 117500, 18.888
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 85000, 21.412
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 133111, 10.159
Heuristic Based, 100, 5, 1.4, 1, 0, 4, 357500, 4.541
Heuristic Based, 100, 5, 1.4, 1, 0, 16, 155125, 18.650
Heuristic Based, 100, 5, 1.4, 1, 0, 17, 111294, 19.210
Heuristic Based, 100, 5, 1.4, 1, 0, 11, 170364, 12.951
Heuristic Based, 100, 5, 1.4, 1, 0, 20, 108000, 21.823
Heuristic Based, 100, 5, 1.4, 1, 0, 15, 79333, 17.662
Heuristic Based, 100, 5, 1.4, 1, 0, 20, 91600, 21.493
Heuristic Based, 100, 5, 1.4, 1, 0, 7, 272571, 8.274
Heuristic Based, 100, 5, 1.4, 1, 0, 5, 674000, 5.610
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 298000, 9.030
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 55900, 20.936
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 244750, 9.451
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 69300, 21.705
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 57600, 21.837
Heuristic Based, 100, 5, 1.4, 1, 0, 15, 123200, 24.019
Heuristic Based, 100, 5, 1.4, 1, 0, 18, 84889, 23.778
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 206444, 11.612
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 132000, 11.109
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 77400, 24.378
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 157750, 9.343
Heuristic Based, 100, 5, 1.4, 1, 0, 20, 73500, 27.089
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 68900, 23.795
Heuristic Based, 100, 5, 1.4, 1, 0, 6, 509333, 7.832
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 165600, 12.720
Heuristic Based, 100, 5, 1.4, 1, 0, 6, 401000, 7.367
Heuristic Based, 100, 5, 1.4, 1, 0, 18, 113000, 22.131
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 160200, 11.714
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 134000, 10.621
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 162600, 12.369
Heuristic Based, 100, 5, 1.4, 1, 0, 18, 100556, 20.856
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 264500, 9.679
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 99000, 14.160
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 232889, 11.684
Heuristic Based, 100, 5, 1.4, 1, 0, 19, 94421, 21.281
Heuristic Based, 100, 5, 1.4, 1, 0, 6, 193333, 7.548
Heuristic Based, 100, 5, 1.4, 1, 0, 18, 88556, 20.959
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 145000, 12.132
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 220000, 9.842
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 201400, 11.973
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 109833, 14.278
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 220000, 10.807
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 67600, 21.984
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 88600, 22.755
Heuristic Based, 100, 5, 1.4, 1, 0, 18, 72444, 22.318
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 150333, 14.702
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 131538, 15.950
Heuristic Based, 100, 5, 1.4, 1, 0, 11, 167273, 13.112
Heuristic Based, 100, 5, 1.4, 1, 0, 7, 247714, 8.940
Heuristic Based, 100, 5, 1.4, 1, 0, 16, 80500, 19.901
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 102300, 22.510
Heuristic Based, 100, 5, 1.4, 1, 0, 11, 130364, 13.936
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 223250, 10.307
Heuristic Based, 100, 5, 1.4, 1, 0, 17, 80824, 21.242
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 113833, 14.833
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 106308, 16.308
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 170667, 10.869
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 93167, 14.590
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 112800, 10.976
Heuristic Based, 100, 5, 1.4, 1, 0, 17, 132118, 20.482
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 103333, 14.376
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 202800, 12.034
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 169333, 11.134
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 121385, 15.840
Heuristic Based, 100, 5, 1.4, 1, 0, 14, 178714, 18.595
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 418400, 11.499
Heuristic Based, 100, 5, 1.4, 1, 0, 4, 433500, 4.868
Heuristic Based, 100, 5, 1.4, 1, 0, 5, 474400, 6.407
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 325111, 11.692
Heuristic Based, 100, 5, 1.4, 1, 0, 6, 383333, 7.774
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 90700, 22.330
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 171800, 12.428
Heuristic Based, 100, 5, 1.4, 1, 0, 17, 96353, 20.414
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 53400, 23.330
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 123846, 16.479
Heuristic Based, 100, 5, 1.4, 1, 0, 6, 244667, 7.567
Heuristic Based, 100, 5, 1.4, 1, 0, 19, 69474, 23.427
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 59000, 23.554
Heuristic Based, 100, 5, 1.4, 1, 0, 6, 240000, 7.035
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 129556, 10.522
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 155833, 14.015
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 130308, 15.302
Heuristic Based, 100, 5, 1.4, 1, 0, 10, 126400, 11.503
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 121692, 14.947
Heuristic Based, 100, 5, 1.4, 1, 0, 11, 178727, 12.438
Heuristic Based, 100, 5, 1.4, 1, 0, 6, 365333, 6.862
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 135167, 14.139
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 125667, 13.883
Heuristic Based, 100, 5, 1.4, 1, 0, 18, 72556, 21.006
Heuristic Based, 100, 5, 1.4, 1, 0, 16, 108625, 18.906
Heuristic Based, 100, 5, 1.4, 1, 0, 9, 262000, 10.845
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 128500, 14.087
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 98500, 21.955
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 126833, 28.532
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 224500, 13.735
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 9300, 26.539
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 12300, 24.080
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 16700, 24.139
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 28700, 24.108
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 12700, 25.247
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 20000, 26.116
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 14800, 25.004
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 12600, 26.577
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 57200, 28.318
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 22600, 31.508
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 27300, 24.309
DL Outcome Labels, 100, 5, 1.4, 1, 0, 15, 123333, 21.439
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 13600, 25.516
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 23100, 24.085
DL Outcome Labels, 100, 5, 1.4, 0, 1, 20, 54000, 23.208
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 43800, 24.357
DL Outcome Labels, 100, 5, 1.4, 0, 1, 20, 48000, 41.174
DL Outcome Labels, 100, 5, 1.4, 1, 0, 11, 130727, 24.250
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 34000, 36.023
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 31000, 26.150
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 29700, 27.007
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 37700, 26.970
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 29500, 24.983
DL Outcome Labels, 100, 5, 1.4, 1, 0, 17, 100588, 24.711
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 35400, 27.095
DL Outcome Labels, 100, 5, 1.4, 1, 0, 15, 87467, 20.840
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 9600, 25.083
DL Outcome Labels, 100, 5, 1.4, 1, 0, 10, 126400, 14.509
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 14600, 25.954
DL Outcome Labels, 100, 5, 1.4, 0, 1, 20, 45200, 25.511
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 36300, 25.181
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 138700, 25.764
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 11200, 25.442
DL Outcome Labels, 100, 5, 1.4, 0, 1, 20, 104700, 25.218
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 42400, 25.147
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 27800, 29.685
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 35500, 26.137
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 47100, 24.704
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 20200, 26.455
DL Outcome Labels, 100, 5, 1.4, 1, 0, 16, 126375, 22.503
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 12300, 26.544
DL Outcome Labels, 100, 5, 1.4, 0, 1, 20, 112500, 27.299
DL Outcome Labels, 100, 5, 1.4, 1, 0, 19, 104316, 25.037
DL Outcome Labels, 100, 5, 1.4, 1, 0, 17, 86706, 23.385
DL Outcome Labels, 100, 5, 1.4, 1, 0, 12, 134500, 17.196
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 20000, 25.990
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 11800, 26.318
DL Outcome Labels, 100, 5, 1.4, 0, 1, 20, 54400, 27.923
DL Outcome Labels, 100, 5, 1.4, 1, 0, 16, 98625, 23.463
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 60600, 25.890
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 19800, 25.507
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 30200, 25.852
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 29000, 25.295
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 45700, 25.427
DL Outcome Labels, 100, 5, 1.4, 1, 0, 13, 174462, 18.103
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 31200, 25.054
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 65100, 25.086
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 18200, 25.271
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 42500, 27.146
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 44500, 26.550
DL Outcome Labels, 100, 5, 1.4, 1, 0, 18, 87778, 27.870
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 15300, 26.424
DL Outcome Labels, 100, 5, 1.4, 1, 0, 13, 164308, 18.652
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 15700, 29.762
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 14100, 30.201
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 25100, 29.580
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 18400, 27.155
DL Outcome Labels, 100, 5, 1.4, 1, 0, 13, 113077, 19.334
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 62400, 26.577
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 32800, 41.910
DL Outcome Labels, 100, 5, 1.4, 1, 0, 11, 184000, 17.589
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 13300, 26.769
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 55600, 26.562
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 32800, 26.986
DL Outcome Labels, 100, 5, 1.4, 1, 0, 12, 161500, 18.328
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 14100, 25.793
DL Outcome Labels, 100, 5, 1.4, 1, 0, 15, 85733, 22.547
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 18600, 25.578
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 15700, 25.728
DL Outcome Labels, 100, 5, 1.4, 1, 0, 19, 88842, 25.242
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 66600, 25.660
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 36900, 26.737
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 25500, 26.003
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 30200, 25.637
DL Outcome Labels, 100, 5, 1.4, 0, 1, 20, 127000, 26.805
DL Outcome Labels, 100, 5, 1.4, 0, 1, 20, 44400, 28.759
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 26900, 25.693
DL Outcome Labels, 100, 5, 1.4, 1, 0, 20, 76900, 23.459
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 21000, 24.524
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 16000, 23.572
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 20100, 23.594
DL Outcome Labels, 100, 5, 1.4, 1, 0, 9, 142889, 11.902
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 19500, 23.413
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 12700, 23.488
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 25000, 24.396
DL Outcome Labels, 100, 5, 1.4, 0, 2, 20, 28700, 24.268
DL Outcome Labels, 100, 5, 1.4, 0, 3, 20, 9300, 24.493
No Eval Function, 100, 20, 1.4, 0, 2, 20, 38200
No Eval Function, 100, 20, 1.4, 0, 3, 20, 12700
No Eval Function, 100, 20, 1.4, 0, 3, 20, 12500
No Eval Function, 100, 20, 1.4, 1, 0, 10, 223200.0
No Eval Function, 100, 20, 1.4, 1, 0, 15, 96133.33333333334
No Eval Function, 100, 20, 1.4, 0, 1, 20, 103000
No Eval Function, 100, 20, 1.4, 0, 2, 20, 29700
No Eval Function, 100, 20, 1.4, 0, 1, 20, 67000
No Eval Function, 100, 20, 1.4, 1, 0, 6, 256000.0
No Eval Function, 100, 20, 1.4, 0, 3, 20, 13200
No Eval Function, 100, 20, 1.4, 0, 3, 20, 10500
No Eval Function, 100, 20, 1.4, 1, 0, 16, 87125.0
No Eval Function, 100, 20, 1.4, 0, 3, 20, 24700
No Eval Function, 100, 20, 1.4, 0, 1, 20, 41000
No Eval Function, 100, 20, 1.4, 0, 2, 20, 45100
No Eval Function, 100, 20, 1.4, 1, 0, 19, 114210.52631578947
No Eval Function, 100, 20, 1.4, 0, 2, 20, 51200
No Eval Function, 100, 20, 1.4, 1, 0, 10, 186800.0
No Eval Function, 100, 20, 1.4, 1, 0, 13, 120461.53846153847
No Eval Function, 100, 20, 1.4, 0, 2, 20, 29300
No Eval Function, 100, 20, 1.4, 0, 3, 20, 15600
No Eval Function, 100, 20, 1.4, 0, 2, 20, 61600
No Eval Function, 100, 20, 1.4, 0, 3, 20, 14100
No Eval Function, 100, 20, 1.4, 1, 0, 10, 139200.0
No Eval Function, 100, 20, 1.4, 0, 1, 20, 83800
No Eval Function, 100, 20, 1.4, 0, 2, 20, 31100
No Eval Function, 100, 20, 1.4, 1, 0, 19, 76526.31578947368
No Eval Function, 100, 20, 1.4, 1, 0, 13, 89230.76923076923
No Eval Function, 100, 20, 1.4, 0, 3, 20, 22800
No Eval Function, 100, 20, 1.4, 0, 3, 20, 15800
No Eval Function, 100, 20, 1.4, 0, 3, 20, 9400
No Eval Function, 100, 20, 1.4, 0, 2, 20, 33600
No Eval Function, 100, 20, 1.4, 1, 0, 9, 198666.6666666667
No Eval Function, 100, 20, 1.4, 1, 0, 15, 122266.66666666666
No Eval Function, 100, 20, 1.4, 0, 2, 20, 28200
No Eval Function, 100, 20, 1.4, 1, 0, 15, 100133.33333333334
No Eval Function, 100, 20, 1.4, 0, 3, 20, 14700
No Eval Function, 100, 20, 1.4, 0, 2, 20, 35900
No Eval Function, 100, 20, 1.4, 1, 0, 13, 135846.15384615384
No Eval Function, 100, 20, 1.4, 0, 2, 20, 32900
No Eval Function, 100, 20, 1.4, 0, 2, 20, 33700
No Eval Function, 100, 20, 1.4, 0, 3, 20, 10800
No Eval Function, 100, 20, 1.4, 1, 0, 12, 127000.0
No Eval Function, 100, 20, 1.4, 0, 2, 20, 51000
No Eval Function, 100, 20, 1.4, 1, 0, 7, 205142.85714285713
No Eval Function, 100, 20, 1.4, 0, 3, 20, 14500
No Eval Function, 100, 20, 1.4, 0, 3, 20, 12700
No Eval Function, 100, 20, 1.4, 0, 3, 20, 22300
No Eval Function, 100, 20, 1.4, 0, 3, 20, 19700
No Eval Function, 100, 20, 1.4, 0, 2, 20, 32100
No Eval Function, 100, 20, 1.4, 0, 3, 20, 8000
No Eval Function, 100, 20, 1.4, 0, 2, 20, 47700
No Eval Function, 100, 20, 1.4, 0, 2, 20, 38000
No Eval Function, 100, 20, 1.4, 0, 2, 20, 32100
No Eval Function, 100, 20, 1.4, 1, 0, 14, 129000.0
No Eval Function, 100, 20, 1.4, 0, 3, 20, 17300
No Eval Function, 100, 20, 1.4, 1, 0, 17, 130941.17647058824
No Eval Function, 100, 20, 1.4, 1, 0, 12, 104166.66666666666
No Eval Function, 100, 20, 1.4, 0, 2, 20, 45700
No Eval Function, 100, 20, 1.4, 1, 0, 16, 99875.0
No Eval Function, 100, 20, 1.4, 0, 2, 20, 37600
No Eval Function, 100, 20, 1.4, 0, 3, 20, 12800
No Eval Function, 100, 20, 1.4, 1, 0, 14, 141142.85714285716
No Eval Function, 100, 20, 1.4, 0, 2, 20, 31700
No Eval Function, 100, 20, 1.4, 1, 0, 19, 82947.36842105263
No Eval Function, 100, 20, 1.4, 0, 1, 20, 41600
No Eval Function, 100, 20, 1.4, 1, 0, 16, 167375.0
No Eval Function, 100, 20, 1.4, 1, 0, 12, 151166.66666666666
No Eval Function, 100, 20, 1.4, 0, 2, 20, 30400
No Eval Function, 100, 20, 1.4, 0, 2, 20, 30800
No Eval Function, 100, 20, 1.4, 0, 2, 20, 31600
No Eval Function, 100, 20, 1.4, 0, 2, 20, 47700
No Eval Function, 100, 20, 1.4, 0, 2, 20, 30900
No Eval Function, 100, 20, 1.4, 0, 3, 20, 18300
No Eval Function, 100, 20, 1.4, 0, 2, 20, 54700
No Eval Function, 100, 20, 1.4, 0, 3, 20, 13200
No Eval Function, 100, 20, 1.4, 0, 3, 20, 13900
No Eval Function, 100, 20, 1.4, 1, 0, 18, 98888.88888888889
No Eval Function, 100, 20, 1.4, 0, 3, 20, 13500
No Eval Function, 100, 20, 1.4, 0, 2, 20, 39500
No Eval Function, 100, 20, 1.4, 0, 2, 20, 28900
No Eval Function, 100, 20, 1.4, 0, 3, 20, 17800
No Eval Function, 100, 20, 1.4, 0, 3, 20, 18700
No Eval Function, 100, 20, 1.4, 1, 0, 13, 109384.61538461539
No Eval Function, 100, 20, 1.4, 1, 0, 20, 73200.0
No Eval Function, 100, 20, 1.4, 0, 2, 20, 27100
No Eval Function, 100, 20, 1.4, 1, 0, 14, 83571.42857142858
No Eval Function, 100, 20, 1.4, 0, 2, 20, 40800
No Eval Function, 100, 20, 1.4, 1, 0, 18, 65666.66666666667
No Eval Function, 100, 20, 1.4, 0, 3, 20, 27000
No Eval Function, 100, 20, 1.4, 1, 0, 19, 68631.57894736843
No Eval Function, 100, 20, 1.4, 1, 0, 9, 121555.55555555555
No Eval Function, 100, 20, 1.4, 1, 0, 7, 374285.7142857143
No Eval Function, 100, 20, 1.4, 0, 1, 20, 59800
No Eval Function, 100, 20, 1.4, 0, 2, 20, 37400
No Eval Function, 100, 20, 1.4, 0, 2, 20, 39100
No Eval Function, 100, 20, 1.4, 1, 0, 14, 115142.85714285714
No Eval Function, 100, 20, 1.4, 0, 1, 20, 61700
No Eval Function, 100, 20, 1.4, 0, 3, 20, 14700
No Eval Function, 100, 20, 1.4, 0, 2, 20, 64900
Crude, 100, 5, 1.4, 1, 0, 18, 86444, 21.147
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 191750, 9.882
Heuristic Based, 100, 5, 1.4, 0, 1, 20, 107800, 23.170
Heuristic Based, 100, 5, 1.4, 1, 0, 15, 135200, 19.285
Heuristic Based, 100, 5, 1.4, 1, 0, 14, 112286, 17.570
Heuristic Based, 100, 5, 1.4, 1, 0, 18, 125667, 21.842
Heuristic Based, 100, 5, 1.4, 1, 0, 14, 98143, 19.755
Heuristic Based, 100, 5, 1.4, 1, 0, 13, 132308, 17.049
Heuristic Based, 100, 5, 1.4, 1, 0, 15, 101600, 20.340
Heuristic Based, 100, 5, 1.4, 1, 0, 15, 84400, 19.462
Heuristic Based, 100, 5, 1.4, 1, 0, 16, 74625, 20.084
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 154500, 10.523
Heuristic Based, 100, 5, 1.4, 1, 0, 6, 185333, 7.559
Heuristic Based, 100, 5, 1.4, 1, 0, 14, 80143, 19.436
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 233750, 11.058
Heuristic Based, 100, 5, 1.4, 1, 0, 12, 136500, 16.723
Heuristic Based, 100, 5, 1.4, 1, 0, 4, 272500, 5.084
Heuristic Based, 100, 5, 1.4, 1, 0, 8, 141000, 11.149
Heuristic Based, 100, 5, 1.4, 1, 0, 11, 114000, 15.091
